ID,text,label
O3JS7D6,MASSET LASSET,0
TQ55W81,Bravooooo,1
9EDRFDR,Tfouhhhh 3lik ye5amej yemasa5😡,0
H9Y6SYB,loutfi a m3alim,1
R1PX9ZN,Marzen mleyiktek w ma9al 7yek tfouh 3la hal mandher,0
D46T5FV,yesir 7low,1
TOFEHEQ,Maset;3oka,0
MO0X3D8,Vrmt 3alamii,1
FN8BWE4,Inta m3alem w a7na minik net3alam. Rak soltan il masra7,1
7NQFQBL,thabel bint 7oumti ;),1
ELVZT0A,محلاها نحبها برشااااا ♡♡♡♡,1
09R8FOM,nour chiba ye3jebni w men a7sen l fanani 5atrou insen mo5tarem w 8neh mo7tarem w rabi ya3tik ma titmana ya nour,1
4POFZ3C,3assla,1
QE1Z6P2,ماااااااااسط حتى بالقارص ميتهضمش,0
AKN8M1X,Brvo,1
IYOP0B8,Mala 3ssal,1
GCFHENI,و الله يا هاجر  صحة ليه اللي باش ياخذك و تشرّف أي تونسي يا بنت بلادي و محلاك.,1
1F1Z195,تحفة,1
PSI58MN,Maalem,1
YA55U87,كم انت تونسي يا وليد ...برافو وليد...,1
P9N62S7,5ir bil bera7 ama masta,0
OUOBY6V,Hhhh tayara ya sami,1
TCW9LIS,yeser damer ya lotfi,1
FAEL71D,الي عجبني فيهم رغم طلاق بوهم من امهم و بوهم غايب عليهم 14 سنة يلوجو على بباهم حاجة باهية  برشة في المجتمع ريتو الفرحة كفاش ...ريتو اللمة  ...بلا بو و ام  مهيش معيشة و اغلا حاجة عندي انا ربي سبحانو و الوالدين ...نقولهم ربي يدوم محبتكم  و ربحتو حاجة في الدنيا هي رضاية الوالدين . اخوكم مراد من الجزائر,1
TGMM048,Masssssssit mafehimtich 3lech yathe7ko,0
B8R42QR,لحاااااااااااس,0
51I8OPY,mala ba9ara 7aloub 9adech sa5ifa,0
22JYTKM,معلم اما ينقص مل كلام الفارغ,1
T3S47H7,برااااافو,1
HC2PWC3,يعطيه زلزاااااال مامسطوووووووو وما ارزنوووووو. موش متربي ومش محترم ويتڨوعر برشاااا,0
18E3R1V,Fannan wi3lih liklem Dalí Bach yanta7er houwa w bouh minja7ek 7asan wasel,1
XGIS2G1,Effffffff masit bliiiiid,0
KFI071G,😍😘😘😘,1
EDQCNXM,Bravo daleji enta fin w houma fin mrigel hhhhhh,1
6UWHB7X,Ynarvez,0
BM9XRDI,تعجبني,1
PS2V4CC,يهبل جعفور وين مايمشي يحفلها ويضحكنا من غير ما يسيئ لأي شخص (y),1
VF3EWMH,المسلسل لي تحكو عليه والله سمعت بيه كان من تعليقاتكم ههههه كفاش تتفرجو عليه و كفاش يطاوعكم قلبكم تشوفو هاذي التفهات.......  الله يهدي....,0
3LN5LYP,Maaaaaaaseeeeeeet,0
XIR7J7G,تافه وحتى المخرجين الي اتعامل معاهم يعرفوه هاك علاش ما يعطيوه كان دور قوااد والا عساس والا لحاس,0
SR7PIMA,moumathla kbira te3jebni w manajem n9olek kan waaaaaaaaaaaasel,1
WVJ047I,itfoooooooooooooooooooh mala 9a7ba 3ahra,0
5WFK55C,Yaser bleda bourjoulia moch 7ob,0
TLK97YE,Balti lm3alem,0
GE16JXA,Bravo walid,1
ULSUEFX,Masset lasset,0
SDMAC5U,Rajellllll,1
SFHR92Q,3asoula nmout 3lik,1
DAFUH5K,Yaser bahiaaaaa,1
96794WY,Ahla  wlled  mofiyda,1
BFQMFZO,bravo,1
CR1F1I8,برافو عقلية الاعتذار ما فهموهاش جتهم صعيبة عباد خدمتها التنبير والبندير,1
2AKW2HQ,حليلك يا مهدي شنوة باش تقاصي 😑😕😑😕,1
OTIFPMR,كارثة متنقلة ها الفاسقة,0
U4RW40M,اش باش تردوه علاش ملائكة ماو طحان مثل بقية برشة طحانة,0
SOGH64I,emission dhamra yesser ..............,1
XRGSSJA,Loutfi machla 3lik Wink hal8iba m3dch tethhour fi tlv,0
DKQR5KS,غبي لدرجة تجعله يتخيل ان المشاهد لم يتفطن للونه النهضاوي من أول ظهوره في هذا البرنامج مقاطعاته المتعمدة لكل متدخل يتكلم في الترويكا و خصوصا النهضة وحلفائها فيه استفزاز الى حد التشويش  . ,0
NDGSX4V,سامي كراكوز,0
LKXQ6JI,توفيق الغربي نوع من الارهاب السمعي و البصري والمعنوي بالنسبه ليا خييبييبببببببت,0
A7Q1YZF,ماشية و تعدم و تمساط ولات تقزز يا حسرة على بية متاع قبل يا لطيف اللطف.....,0
E8UAEIW,beleh beleh chay ihazen el9alb mela sa5afa chey i9azez,0
B4I1RIX,Ene 3ijbitni,1
SFFN39C,مسكينة إنتي انسانة مريضة واحمد الأندلسي يشرفك ويعرفك يا ماصطة ،شكونك إنتي جرد ممثلة👎👎👎,0
ZJ5SZ0Q,Barcha wabna,0
0AF46KH,توجع الرأس,0
A25PYE7,Ma7laha fiha,1
Z7TSU10,معلم كريم,1
8QMCRG5,chbik maset el bereh eddrama athret 3lik,0
1U65XM3,معلم توتو,1
YE676QA,baravo,1
KN4DYJW,7ayawen pas +,0
2S2VSVC,Maja chay na9es fi tawsil elma3loma jibo safi sa3id,0
THMCBKY,مستويات ههععع,0
USIQ90B,طحانة,0
NXU0WWW,Barvoo جعفورر,1
LC776PW,tbaarkalah aalik 5adeem o li yon9od fik rao nrmlmnt y9awik o raabi maak,1
V4PLCKV,Mast,0
PCZSPGE,5iiiiit brabi na7iyouh,0
ML2VKWY,عبيط واقرع وزمباوي,0
6DM3M6S,barchaaaa lolllllllllllllllllllllllllllllllllll maste,0
B4XY5TC,تحية للاب المناضل,1
T9OSLOZ,Kethb,0
CEM56SM,tbarkalah  alik  bsaraha  ya  emnaaaaaa,1
WG2V3E9,الله يرحم والديك كيف رحمة اناس ربي اجازيك كل خير وربي يعتيك علا قد قلبك bravo,1
RF2M733,Me3ejbetnich imed sekine 3ala omo bsaraha,0
YDEYTHD,Wlh frehtlo men 9albi,1
Y7ECC1G,أمسط وأعدم عباد ربّي,0
8UIXHRS,رجل دين لكنو منافق و مراوغ ربي يهديه غلى علينا الخبزه,0
IDM54TA,Fessed baaaaaaaaarcha w 5amej,0
5KXKIIZ,akkkid m3almaa,1
HZJACQD,Ya m3allem ya bendermen <3 :*,1
NN0BIWA,لا يليق بهذا البرنامج,0
F6C9NM0,",مبرووووك بنت لجنوب 😘😘😘",1
QWGUT56,Malla 5alkaaaaaa,0
681KRVJ,thabil 3inaha,1
LRAR893,حقيقة شيء مخزي وعار على الامة العرية كل هذه التفاهات التي يقدمها اعﻻمها سواء في تونس او غيرها كل ما يبثونه من برامج ﻻيتناسب مع ما نحن فيه وﻻ يخدم قضيتنا التي تركناها وتفرغنا للمسلسﻻت التافهة والبرامج القذرة التي تنخر افكار شبابنا وعقول صغارنا وهذا ما يريده الغرب ان نبقى غافلين عما نحن فيه امتنا تشتت وثرواتنا تنهب  وشبابنا يقتل ويكفر في بعض تبا لهذا الاعﻻم ولهذه القنوات الفاسدة التي ﻻ تصلح لشيء اﻻ الى زرع الفتنة و اشاعة الفاحشة وتدمير القيم والاخﻻق.....,0
QXZHJHB,ريم الرياحي محلاك محلاك محلاك مللخر هذي المرا التونسية.,1
7EHZ5XG,مستوى منحط يا علام العار,0
L0N634O,الناس الكل تحبهابرشة برشة
,1
A99K2SY,tayara,1
753H4ND,"Nahdhaoui w 9aleb vista, mounef9 kbir bref mayestehelch n3ale9 3lih barcha. netjewzou",0
OT7QJMV,مستوى منحط,0
1Q9SQLF,تافه وماسط  وبليد ويقزز  وساقط و واطي وتفوه عليه,0
U7X8RHJ,a7lowa te3jebni :*,1
2ZILDSD,هههههه احنا اعجبتنا في التمثيل,1
YRND9BA,الي يعجبني فيه ضمارو التلقائي ... معلم!,1
QHBWQOD,محلى زينك ... كل يوم حبك يزيد .. كل يوم و جمالك يزيد ... نورة الحلقة والله ... أنا نحبك و نقلك واصل .. #Bravo 💋😘😇❤,1
2ZKPZFB,نور  شيبه ديما متالق ديما يصنع الجو و ربوخ وهره و قد و صوت,1
Z07XH38,mra w a3liha liklem,1
PDQSTB6,انتهازي,0
V7G3FG0,كلب,0
AXUOUM1,Mallla chlaka..,0
P1DIE6N,اعز رابارات في تونس بلطي و كافون,1
POE3JTX,بالرجولية ماسط ويا سامي راجع الفريق متاعك,0
HD5DBQS,رجال والله .. صاحب موقف ويعجبني إلي يصارح بكل تلقائية,1
HURFDEC,👏👏برافو لطفي..واصل إنت ممثل وكوميدي موه‍وب عندك طريقتك الخاصة صحيح أما زادة عندك برشا ناس تحبك وتعتبر ناجح والنتيجة التتويجات ..,1
X6TV9SM,Min à7sen el momathlet te3jebni barrcha rabi y3awenha w ya7miha,1
JWRIPSU,"Ena baketni :'( 

خدام و يحب يوصل،ربي معاك و عمل على روحك
Bravo chi5 ya m3adhebhom
jàw
ممثلة مزيانة و عندها لقبول
M3alam 👍👍
Bravo fama fourja fi idrama w ilkomidya bravo semi
M3alem balti ya3jebni ghneh w bravo 3al ghoneya jdida  5arjet nhar 3id miledi hh
a3az moumathelet tounes klem mawzoun w fi blastou tayara
تنجح 😊
bsara7a wajiha eljandoubi sari7a w ta3ti kilmtha w ti3jebni
LM3alem
Raw3aaaa
هههههههه روعة
Thabel w lmousalsel bkolou tayara
Ma7leha w marzanha
Bravooooooo vraiment  famma. Rjel fel bled
برافو ناجي جلول
Ja3fourr weld echa3ebb
Tbarkalah 3liha rabi isonha
ممثله تحفونه برشا تعودنا بيها في الأدوار الكوميديه
نوفل الورتاني أفضل منشط
3alami .
معلم يا جعفور
Bravo stoufa :-) :-) :-) :-)
وحدك يا شيخ يا تحيفه التلفزه في رمضان مساطت بلا بيك كرمك الله 😂😂😂😂😂😂
Bsara7aa baredli 3la galbi wlhhh
Bravo",1
DAV1VIN,la wahra la zin la asel wla din fi m5a5kom 7afin flselentkom madhin t7ebou chorïr t9adrou l5atir,0
Y5ZYMS4,7al9a  7lowa,1
N23ORIU,والله مسلسل حلوى برشا,1
XKY3BW7,سيدة المسرح ♡,1
TV7XZLZ,hhh #Ma7leeekoM,1
D3TKE2V,Walah ken temchi t3adi 3ala rou7ek 5trek ta7ki fi 7keya mine al 5ayel,0
YD8QEW2,Bravooo,1
OJJDQT7,Rajel (y),1
VC6KSM4,tohfa wmeziyéna wtoktol b jooolie hhhhh,1
VHC2RUF,Mala 5orda,0
XZQG0UK,Mala jaw,1
F3PCACZ,ma7lha ishariya ya3tikom isa7a w huisse ma7lk rak to9title,1
UKLE3LK,امسط منهم ماريتش العربي و كريم و زعيمهم نوفل,0
32KYCQZ,Soutek 3alamiiii,1
X76TOJD,برشا ضحك روعة,1
8IQR9DG,Sava bravo,1
K3ER6YC,الكبير كبير يا بابا,1
7GFUONH,لها شان في التمثيل مستقبلا  ربي معاها  وان شاء الله  من حسن الى احسن,1
PCKMR9G,Hlouwa barchaaaaa,1
1304DP0,حسين الديك والله حفلها منور كلام الناس و منور تونس و باش تنورنا في سوسه,1
HF2A56A,وليد التونسي معلم اشكون باش يتكلم,1
7KGVNN7,Maset laset,0
K8981EP,برافو احمد الاندلسي راجل وابن راجل وموقفك كله رجوله,1
OO5JS4I,Tbarkalah 3laha mra metkhl9a w dhkiya w ani9a w a7sen moumathla binisba liya w nhebha barcha w rabi ywaf9ik wajiha .,1
XFJNJZM,مسطوها تقسط علينا كمرت البو صب الحلقه و يزي فك,0
BXS92OH,mrith fi mo5o ,0
6MAIWZO,el lekbiiiiiiiiiiiiiiir ekbiiiiiiiiiiiiiiiiiiiiiiiiiiiiiir,1
QWSN2PS,"Mella ka3ba , berjoulia chab3a thohk ya3tih essa77a",1
W6BSSSY,نكره   وقاحة في الحديث مع من هم اكثر منها علما مثل الشيخ وز ادا مع وليد التونسي الي هو أشهر منها تمادت في تفاهتها.الله يهدي,0
CQQ3RWH,احمد الاندلسي يقريك يا بهيمة و الملهط تدافع على الميبون ، و لو كان موش كرني الكريدي ما تدخلش التلفزة,0
OLFN5O5,قداااااااش ماسط ططططط متع الوزير في القهوة     تكب سعدها تونس,0
7CNB3GF,أعوذ بالله,0
WFKC0AD,Ya go3er,1
MFKSNW3,برافو عماد دغيج علقل رفعت روس التوانسة ماخليتش بن علي يضحك علينا الليلة براااااافو,1
0VXY063,Hhhhh ehabel,1
ESR489O,Thabel,1
A4U3MCV,chbiha wallet 5ayba,0
9AIC1IJ,تفووووووه عليها,0
U9E88DD,tfouhe 3likeme hakasidkoume ya klabe etajamou3e,0
Q2AVP6N,Bravoooooo a3likom 😀😀😀😀,1
F5P8EMY,Nn masta,0
4Y8HZYV,ya3tihhh 9asa fi cha3rou m5ybou,0
VEZ0P2K,عسسسسل اما في احلى صباح على موزايييك أحسن.,1
UT6GVUW,men ahlaa el kanoit fi tounes,1
CV51AR5,بهي ومحترم حدها حد روح,1
IBDG272,ja3four ya roi ma7lek bi rouge nchalah dima mit2ala9,1
OZT114T,شكرا نوفل على استضافتك للنجمه المتألقة دوما ملكة الاحساس ميساء الماجري محبوبة الجماهير,1
QW0G93V,mamsatkom,0
8A2H83V,كل مرة يجبولنا جرثومة الله يهلكهم,0
MGRJ7KO,Bravoio,1
495WZOL,Msali 3anibi 3leha ta7iya kbira leha waleh mra w 3liha leklem li3a9a i3a9et la5le9 w laysat ljasad hedhi hiya l3azima,1
4NN68IV,do5et mel msata aaaaaaaaaaa33 miskin,0
PCC8QE6,عسل,1
1YC8X3D,قحبة كبيرة,0
U3CZ687,مغفل,0
G143Z7G,عندك كريزمة و وهرة يا وجيهة الحسيلو الحوت عليك,1
FEINLVY,هو و مقداد السهيلي حقهم ياخذو نوبل للمساطة و التفاهة و التبندير,0
FJTAZ23,Bravo naji,1
P001S1L,masta lasta,0
1PU538A,Bravo sami whl au top cette series,1
8MMQKMQ,يهلكهم ربي,0
X0GFCCM,الأخت محرزية سياسية راقية في الفكر و التفكير ,1
CQ75LA0,Nakrheeeek borhen,0
3CIY8ZH,أعز و أحلى و أحسن ممثل قداش يعجبني و يضحكني برافوا لطفي :*,1
VFKR25S,منوره,1
784SIBB,Mahlah ya3jibni barch,1
8A4LDON,ماشاءالله عليهم البنيات ، يفرهدو عالقلب ، هاجر وهند ، محلاهم محلاهم ، وربي يحفظلهم بوهم ويلم شملهم على خير من احلى حلقات البرنامج 
,1
1ICTRT8,عملت  العاااااااار.  لا ذات ولا صفات,0
P93GSP2,Màaaaaasttttttta yaser,0
1XMG4Y4,rahmouni ya kalib,0
0VYHYDW,Raw3a,1
42MZY5G,Msata,0
6J7GZOE,Kafon wa7dekk fell wahraaa ichalah dimaaa hakaaa,1
HZEL7FD,"لغة الحوار مفقودة
Kathrreeelllha blmsouuuutaa melé5errr :/
Masta
Hhhhhhhh ya asla3 ya kaleb
مسلسل أتفه من التفاهة
marmzouuu
حقا القاضي الرحموني لم يكن مقنعا في تبريراته حول سراح المشتبه بهم في قضايا ارهابية لذا كان عليه ان يصمت احسن
lkolkom 7othela
Maset laset
جاهل متاع راس لنبوط ...
اوووه ممسطو  وكان مشي عمل حاجة اخرى خير
ملا مجانين  وسامي معاهم
امسط انسان على وجه البسيطة تجمعي تعيس ماعندوش اخلاق وزايد جايبينو
Ou9sem bellah amsat menou  maritech fi kol chay 3amlin lih tawla warb3a krasi
عمري ما ريت قفة كيما ريتها اليوم برا ربي يخزيكم كيف ما خزى اليهود و يمسخكم كيما مسخهم
بصراحة يخوف يظهر كلوشار . حالة حليلة بالوشم
هز مارق جيب مارق
Maset laset
ماسطة برشة...
مخيبو مخيب وجهو هالاحول
Masta baaaarcha :(
الحمدلله مرتاحين من منذرو هل اسمو شكيب مرزن ملايكتو و طينتو
الكل ماسطين
La3nat allah 3lik hlel fik 9atl 9alou nheb 3la h9ou9i ha9ek houa rajm ya masa5
منحط لا تربيه لا ثقافه تو من قلة المسرحيين جايبينو هنكره و تو هذا تسميوه مسرحي من اصلو
بربي فيق شوية على روحك. إنت ماعندكش أغاني تتسمع أصلا، و راك أتعس نقابي عرفتو تونس و ماكش شيخ
Bleed kedheb w niffe9 8-)
t3ayeeff
Mriiiiiiidh w mahouch bech yabra
 Kdheb kedhbet w sadde9hol  3omri ma choft tounsi yasme3 fi 8neya mte3 mesbe7 el3affat
اكبر شعب منافق هو الشعب التونسي في الشارع بعد الثورة تسمع كلام يقشعر البدن و في التلفزة نوليو شعب كامل محافظ بربي يزيو من الريق البارد العيب في مقدم البرنامج اللي وضع تلك الصورة لامرأة شبه عارية
انا امي صفاقسية و محسوب صفاقسي مولود و عايش هوني في صفاقس اما الصفق خايبين عنصريين و حقارة و مسمامين و ما يحبوا حد و دينهم الفلوس و المظاهر
مش تسخف تتزعبن
لاعبتها قافزة و تتشنفخ راك مجيت شي و كيما قال كافون راك ماست راك لاسط شكون انت باش تحكي على احمد الاندلسي غير توصلو
مسقتها  إيناس  ومعجبتنيش  الحلقه
مسخة
Massssssstaaaaa
مكانش امصط منكم يا مصطا
Ti bara rawe7777777
rzin
ولاد الفساد وفلة الحياء وقلة المعروف والفجور والفسق والخروج عن طاعة الله في شهر كريم هذا نموذج من الإعلام التونسي الفاسد الرديء  والمشجع   رقم 1   للفساد  والفجور
Mamstha
masset  barcha :p
القوة الربي كل مرة أمسط ملي قبلها ,,,تي برا روح
خلط في خلط. حكاية فارغة و قصة سخيفة لوكان لهوفتوه المسلسل من عمناول خير مالطول الفارغ. سيناريو ردئ و فازات محروقة مسلسل بارد ماسط. قناة الحوار على قد ما عطيناكم ثيقتنا على قد ماقاعدين تخدلوا فينا. احنا مانكرهوكمش أما أنتم ماتحبوناش
tfih 3laik
Mamstou
راك ماسطة،راك لاسطة...🎤
Awled hram
Yaser 9let 7ya 3aylat ttfarej raw sltp
Belehi y'a. Chawket mathabik ma3adech tzid hata kelma . Tounes matetcharafch bik. Bara lben 3li yetcharef bik
Tafha fargha majat chay
مغرور وتافه لا يريد الا الاطراء والتمجيد ويكفي انه يشتغل في قناة السارق سامي الفهر غلام الطرابلسية لقد وضعته الصدفة ليكون في مشهد اعلامي لا يتربع على عرشه الا الاراذل ويني حلقة سامي الفهري الي باش تكسر الدنيا طولت برشا لكن في الأخير طلعت بصاص كيما معز بن غربية و البقية....
masta chwaya mouch kif el 3ada
9adash wsa5
5amja....sa9ta.....r5issa.....3afna....nadhla......7othella.....tfoooouuuh 3leha mete7chemch
فكر متشدد ديني نهضاوي خوانجي
Mamset ghneytou :p
صحيح الكلمة عيب و ما تجيش اما كيما قال يستفزو في الناس بصور خليعة يحترموا شوية الي قدامهم
mamsto brahim euffffffffffffff
ايكب سعدك يا قطعي  يا وبش يا وخياني اش نكرهم جماعة النهضة
الصورة التي عرضتوها عليه اوقح من الكلمة لي قاله عيب عيب
masete lasete wallah tes pas ricoloooooooooooooooooooooooo
بربي بية دقيقة دقيقتين و هي تهبط في المريول و ﻻ هي روبا  راك مرجتنا ...تحب تقول عزوزة و مازلت عندك ما توري ...بربي احشم شوية و اعطي شوية قدر لعمرك..راك غلبت علينا
9ahbe
ووووه اش كرهتو ها المسلسل 
",0
